#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:20.383

,Name,Value
C1,Amplitude, 1.5393 V
C2,Amplitude, 3.4333 V
